"NAME","LSAD","CENSUS2010POP","NPOPCHG_2010","NATURALINC2010","BIRTHS2010","DEATHS2010","NETMIG2010","INTERNATIONALMIG2010","DOMESTICMIG2010","RESIDUAL2010"
"La Crosse, WI-MN","Metropolitan Statistical Area",133665,227,96,374,278,135,24,111,-4
"Houston County, MN","County or equivalent",19027,-6,-6,38,44,1,3,-2,-1
"La Crosse County, WI","County or equivalent",114638,233,102,336,234,134,21,113,-3
"Lafayette, IN","Metropolitan Statistical Area",201789,152,319,641,322,-176,166,-342,9
"Benton County, IN","County or equivalent",8854,27,10,22,12,16,0,16,1
"Carroll County, IN","County or equivalent",20155,8,11,53,42,-2,2,-4,-1
"Tippecanoe County, IN","County or equivalent",172780,117,298,566,268,-190,164,-354,9
"Lafayette, LA","Metropolitan Statistical Area",273738,628,459,992,533,173,73,100,-4
"Lafayette Parish, LA","County or equivalent",221578,529,381,807,426,151,70,81,-3
"St. Martin Parish, LA","County or equivalent",52160,99,78,185,107,22,3,19,-1
"Lake Charles, LA","Metropolitan Statistical Area",199607,476,237,704,467,238,27,211,1
"Calcasieu Parish, LA","County or equivalent",192768,505,224,685,461,280,24,256,1
"Cameron Parish, LA","County or equivalent",6839,-29,13,19,6,-42,3,-45,0
"Lake Havasu City-Kingman, AZ","Metropolitan Statistical Area",200186,1381,-120,489,609,1485,66,1419,16
"Mohave County, AZ","County or equivalent",200186,1381,-120,489,609,1485,66,1419,16
"Lakeland-Winter Haven, FL","Metropolitan Statistical Area",602095,829,391,1784,1393,472,510,-38,-34
"Polk County, FL","County or equivalent",602095,829,391,1784,1393,472,510,-38,-34
"Lancaster, PA","Metropolitan Statistical Area",519445,868,681,1777,1096,212,195,17,-25
"Lancaster County, PA","County or equivalent",519445,868,681,1777,1096,212,195,17,-25
"Lansing-East Lansing, MI","Metropolitan Statistical Area",464036,22,491,1302,811,-480,243,-723,11
"Clinton County, MI","County or equivalent",75382,38,54,179,125,-14,5,-19,-2
"Eaton County, MI","County or equivalent",107759,118,84,292,208,38,26,12,-4
"Ingham County, MI","County or equivalent",280895,-134,353,831,478,-504,212,-716,17
"Laredo, TX","Metropolitan Statistical Area",250304,1223,1054,1343,289,166,219,-53,3
"Webb County, TX","County or equivalent",250304,1223,1054,1343,289,166,219,-53,3
"Las Cruces, NM","Metropolitan Statistical Area",209233,1243,446,798,352,782,123,659,15
"Doña Ana County, NM","County or equivalent",209233,1243,446,798,352,782,123,659,15
"Las Vegas-Paradise, NV","Metropolitan Statistical Area",1951269,2658,3559,6832,3273,-955,1887,-2842,54
"Clark County, NV","County or equivalent",1951269,2658,3559,6832,3273,-955,1887,-2842,54
"Lawrence, KS","Metropolitan Statistical Area",110826,397,174,312,138,220,95,125,3
"Douglas County, KS","County or equivalent",110826,397,174,312,138,220,95,125,3
"Lawton, OK","Metropolitan Statistical Area",124098,1320,313,512,199,983,184,799,24
"Comanche County, OK","County or equivalent",124098,1320,313,512,199,983,184,799,24
"Lebanon, PA","Metropolitan Statistical Area",133568,153,61,400,339,99,39,60,-7
"Lebanon County, PA","County or equivalent",133568,153,61,400,339,99,39,60,-7
"Lewiston, ID-WA","Metropolitan Statistical Area",60888,131,-2,174,176,135,9,126,-2
"Nez Perce County, ID","County or equivalent",39265,51,2,115,113,51,6,45,-2
"Asotin County, WA","County or equivalent",21623,80,-4,59,63,84,3,81,0
"Lewiston-Auburn, ME","Metropolitan Statistical Area",107702,-29,86,328,242,-115,37,-152,0
"Androscoggin County, ME","County or equivalent",107702,-29,86,328,242,-115,37,-152,0
"Lexington-Fayette, KY","Metropolitan Statistical Area",472099,1469,654,1581,927,810,365,445,5
"Bourbon County, KY","County or equivalent",19985,-13,-3,57,60,-11,5,-16,1
"Clark County, KY","County or equivalent",35613,10,6,113,107,5,2,3,-1
"Fayette County, KY","County or equivalent",295803,989,485,1000,515,503,328,175,1
"Jessamine County, KY","County or equivalent",48586,143,66,171,105,77,17,60,0
"Scott County, KY","County or equivalent",47173,268,83,165,82,182,4,178,3
"Woodford County, KY","County or equivalent",24939,72,17,75,58,54,9,45,1
"Lima, OH","Metropolitan Statistical Area",106331,-92,91,335,244,-185,11,-196,2
"Allen County, OH","County or equivalent",106331,-92,91,335,244,-185,11,-196,2
"Lincoln, NE","Metropolitan Statistical Area",302157,797,596,1084,488,206,158,48,-5
"Lancaster County, NE","County or equivalent",285407,735,577,1032,455,164,156,8,-6
"Seward County, NE","County or equivalent",16750,62,19,52,33,42,2,40,1
"Little Rock-North Little Rock-Conway, AR","Metropolitan Statistical Area",699757,2494,992,2409,1417,1488,335,1153,14
"Faulkner County, AR","County or equivalent",113237,784,207,389,182,563,43,520,14
"Grant County, AR","County or equivalent",17853,40,8,47,39,32,3,29,0
"Lonoke County, AR","County or equivalent",68356,304,92,228,136,208,14,194,4
"Perry County, AR","County or equivalent",10445,19,-3,29,32,23,0,23,-1
"Pulaski County, AR","County or equivalent",382748,831,611,1416,805,231,243,-12,-11
"Saline County, AR","County or equivalent",107118,516,77,300,223,431,32,399,8
"Logan, UT-ID","Metropolitan Statistical Area",125442,680,553,676,123,126,48,78,1
"Franklin County, ID","County or equivalent",12786,12,47,55,8,-35,3,-38,0
"Cache County, UT","County or equivalent",112656,668,506,621,115,161,45,116,1
"Longview, TX","Metropolitan Statistical Area",214369,309,246,768,522,70,83,-13,-7
"Gregg County, TX","County or equivalent",121730,176,166,473,307,14,66,-52,-4
"Rusk County, TX","County or equivalent",53330,64,54,174,120,13,8,5,-3
"Upshur County, TX","County or equivalent",39309,69,26,121,95,43,9,34,0
"Longview, WA","Metropolitan Statistical Area",102410,59,63,299,236,0,23,-23,-4
"Cowlitz County, WA","County or equivalent",102410,59,63,299,236,0,23,-23,-4
"Los Angeles-Long Beach-Santa Ana, CA","Metropolitan Statistical Area",12828837,15534,22576,41178,18602,-7373,13472,-20845,331
"Los Angeles-Long Beach-Glendale, CA","Metropolitan Division",9818605,8168,17578,31907,14329,-9786,10568,-20354,376
"Los Angeles County, CA","County or equivalent",9818605,8168,17578,31907,14329,-9786,10568,-20354,376
"Santa Ana-Anaheim-Irvine, CA","Metropolitan Division",3010232,7366,4998,9271,4273,2413,2904,-491,-45
"Orange County, CA","County or equivalent",3010232,7366,4998,9271,4273,2413,2904,-491,-45
"Louisville/Jefferson County, KY-IN","Metropolitan Statistical Area",1283566,2326,1361,4131,2770,975,432,543,-10
"Clark County, IN","County or equivalent",110232,373,130,376,246,239,23,216,4
"Floyd County, IN","County or equivalent",74578,60,34,212,178,29,10,19,-3
"Harrison County, IN","County or equivalent",39364,19,17,107,90,3,2,1,-1
"Washington County, IN","County or equivalent",28262,16,-1,74,75,18,2,16,-1
"Bullitt County, KY","County or equivalent",74319,160,59,184,125,99,3,96,2
"Henry County, KY","County or equivalent",15416,-4,14,47,33,-19,6,-25,1
"Jefferson County, KY","County or equivalent",741096,1080,888,2561,1673,210,332,-122,-18
"Meade County, KY","County or equivalent",28602,82,14,69,55,66,14,52,2
"Nelson County, KY","County or equivalent",43437,139,40,138,98,98,7,91,1
"Oldham County, KY","County or equivalent",60316,93,33,120,87,59,8,51,1
"Shelby County, KY","County or equivalent",42074,257,102,168,66,154,25,129,1
"Spencer County, KY","County or equivalent",17061,68,25,51,26,42,0,42,1
"Trimble County, KY","County or equivalent",8809,-17,6,24,18,-23,0,-23,0
"Lubbock, TX","Metropolitan Statistical Area",284890,1392,518,1095,577,858,90,768,16
"Crosby County, TX","County or equivalent",6059,2,16,27,11,-14,0,-14,0
"Lubbock County, TX","County or equivalent",278831,1390,502,1068,566,872,90,782,16
"Lynchburg, VA","Metropolitan Statistical Area",252634,383,151,682,531,241,57,184,-9
"Amherst County, VA","County or equivalent",32353,14,2,81,79,15,2,13,-3
"Appomattox County, VA","County or equivalent",14973,49,14,41,27,35,0,35,0
"Bedford County, VA","County or equivalent",68676,69,5,155,150,66,5,61,-2
"Campbell County, VA","County or equivalent",54842,77,19,120,101,60,12,48,-2
"Bedford city, VA","County or equivalent",6222,26,-3,8,11,28,0,28,1
"Lynchburg city, VA","County or equivalent",75568,148,114,277,163,37,38,-1,-3
"Macon, GA","Metropolitan Statistical Area",232293,86,244,788,544,-157,45,-202,-1
"Bibb County, GA","County or equivalent",155547,124,165,572,407,-40,38,-78,-1
"Crawford County, GA","County or equivalent",12630,-17,22,36,14,-40,6,-46,1
"Jones County, GA","County or equivalent",28669,-9,38,86,48,-46,0,-46,-1
"Monroe County, GA","County or equivalent",26424,36,4,70,66,33,0,33,-1
"Twiggs County, GA","County or equivalent",9023,-48,15,24,9,-64,1,-65,1
"Madera-Chowchilla, CA","Metropolitan Statistical Area",150865,603,361,585,224,243,136,107,-1
"Madera County, CA","County or equivalent",150865,603,361,585,224,243,136,107,-1
"Madison, WI","Metropolitan Statistical Area",568593,1207,942,1781,839,270,281,-11,-5
"Columbia County, WI","County or equivalent",56833,77,36,166,130,42,8,34,-1
"Dane County, WI","County or equivalent",488073,1117,875,1540,665,245,273,-28,-3
"Iowa County, WI","County or equivalent",23687,13,31,75,44,-17,0,-17,-1
"Manchester-Nashua, NH","Metropolitan Statistical Area",400721,253,457,1107,650,-204,221,-425,0
"Hillsborough County, NH","County or equivalent",400721,253,457,1107,650,-204,221,-425,0
"Manhattan, KS","Metropolitan Statistical Area",127081,1432,465,620,155,942,199,743,25
"Geary County, KS","County or equivalent",34362,957,210,252,42,725,62,663,22
"Pottawatomie County, KS","County or equivalent",21604,108,52,93,41,54,6,48,2
"Riley County, KS","County or equivalent",71115,367,203,275,72,163,131,32,1
"Mankato-North Mankato, MN","Metropolitan Statistical Area",96740,67,99,278,179,-31,37,-68,-1
"Blue Earth County, MN","County or equivalent",64013,54,69,188,119,-15,33,-48,0
"Nicollet County, MN","County or equivalent",32727,13,30,90,60,-16,4,-20,-1
"Mansfield, OH","Metropolitan Statistical Area",124475,-212,78,374,296,-292,3,-295,2
"Richland County, OH","County or equivalent",124475,-212,78,374,296,-292,3,-295,2
"McAllen-Edinburg-Mission, TX","Metropolitan Statistical Area",774769,5261,3104,4025,921,2126,818,1308,31
"Hidalgo County, TX","County or equivalent",774769,5261,3104,4025,921,2126,818,1308,31
"Medford, OR","Metropolitan Statistical Area",203206,248,79,572,493,180,54,126,-11
"Jackson County, OR","County or equivalent",203206,248,79,572,493,180,54,126,-11
"Memphis, TN-MS-AR","Metropolitan Statistical Area",1316100,1989,2176,4793,2617,-196,500,-696,9
"Crittenden County, AR","County or equivalent",50902,11,67,196,129,-57,6,-63,1
"DeSoto County, MS","County or equivalent",161252,516,231,494,263,281,36,245,4
"Marshall County, MS","County or equivalent",37144,-19,2,109,107,-20,7,-27,-1
"Tate County, MS","County or equivalent",28886,97,22,86,64,74,3,71,1
"Tunica County, MS","County or equivalent",10778,-20,45,51,6,-66,11,-77,1
"Fayette County, TN","County or equivalent",38413,42,37,123,86,7,5,2,-2
"Shelby County, TN","County or equivalent",927644,1286,1700,3543,1843,-420,424,-844,6
"Tipton County, TN","County or equivalent",61081,76,72,191,119,5,8,-3,-1
"Merced, CA","Metropolitan Statistical Area",255793,961,662,1023,361,299,233,66,0
"Merced County, CA","County or equivalent",255793,961,662,1023,361,299,233,66,0
"Miami-Fort Lauderdale-Pompano Beach, FL","Metropolitan Statistical Area",5564635,13445,4780,15944,11164,8853,8323,530,-188
"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","Metropolitan Division",1748066,4056,1579,5112,3533,2535,2236,299,-58
"Broward County, FL","County or equivalent",1748066,4056,1579,5112,3533,2535,2236,299,-58
"Miami-Miami Beach-Kendall, FL","Metropolitan Division",2496435,6599,3055,7503,4448,3590,4923,-1333,-46
"Miami-Dade County, FL","County or equivalent",2496435,6599,3055,7503,4448,3590,4923,-1333,-46
"West Palm Beach-Boca Raton-Boynton Beach, FL","Metropolitan Division",1320134,2790,146,3329,3183,2728,1164,1564,-84
"Palm Beach County, FL","County or equivalent",1320134,2790,146,3329,3183,2728,1164,1564,-84
"Michigan City-La Porte, IN","Metropolitan Statistical Area",111467,12,66,339,273,-52,12,-64,-2
"LaPorte County, IN","County or equivalent",111467,12,66,339,273,-52,12,-64,-2
"Midland, TX","Metropolitan Statistical Area",136872,134,331,558,227,-200,31,-231,3
"Midland County, TX","County or equivalent",136872,134,331,558,227,-200,31,-231,3
"Milwaukee-Waukesha-West Allis, WI","Metropolitan Statistical Area",1555908,1045,2195,5276,3081,-1128,520,-1648,-22
"Milwaukee County, WI","County or equivalent",947735,888,1854,3792,1938,-962,437,-1399,-4
"Ozaukee County, WI","County or equivalent",86395,-63,18,191,173,-79,9,-88,-2
"Washington County, WI","County or equivalent",131887,102,114,357,243,-7,13,-20,-5
"Waukesha County, WI","County or equivalent",389891,118,209,936,727,-80,61,-141,-11
"Minneapolis-St. Paul-Bloomington, MN-WI","Metropolitan Statistical Area",3279833,6080,6174,11043,4869,-144,2060,-2204,50
"Anoka County, MN","County or equivalent",330844,620,659,1049,390,-41,145,-186,2
"Carver County, MN","County or equivalent",91042,316,186,301,115,128,28,100,2
"Chisago County, MN","County or equivalent",53887,18,49,138,89,-30,0,-30,-1
"Dakota County, MN","County or equivalent",398552,603,773,1287,514,-176,212,-388,6
"Hennepin County, MN","County or equivalent",1152425,1642,2130,3979,1849,-513,959,-1472,25
"Isanti County, MN","County or equivalent",37816,80,55,121,66,27,3,24,-2
"Ramsey County, MN","County or equivalent",508640,619,904,1807,903,-299,519,-818,14
"Scott County, MN","County or equivalent",129928,557,345,478,133,208,49,159,4
"Sherburne County, MN","County or equivalent",88499,246,179,301,122,68,5,63,-1
"Washington County, MN","County or equivalent",238136,847,406,722,316,440,108,332,1
"Wright County, MN","County or equivalent",124700,448,307,471,164,142,25,117,-1
"Pierce County, WI","County or equivalent",41019,23,34,107,73,-11,2,-13,0
"St. Croix County, WI","County or equivalent",84345,61,147,282,135,-87,5,-92,1
"Missoula, MT","Metropolitan Statistical Area",109299,144,106,298,192,39,19,20,-1
"Missoula County, MT","County or equivalent",109299,144,106,298,192,39,19,20,-1
"Mobile, AL","Metropolitan Statistical Area",412992,126,358,1365,1007,-228,124,-352,-4
"Mobile County, AL","County or equivalent",412992,126,358,1365,1007,-228,124,-352,-4
"Modesto, CA","Metropolitan Statistical Area",514453,967,1023,1875,852,-60,386,-446,4
"Stanislaus County, CA","County or equivalent",514453,967,1023,1875,852,-60,386,-446,4
"Monroe, LA","Metropolitan Statistical Area",176441,313,194,642,448,128,20,108,-9
"Ouachita Parish, LA","County or equivalent",153720,269,187,576,389,90,18,72,-8
"Union Parish, LA","County or equivalent",22721,44,7,66,59,38,2,36,-1
"Monroe, MI","Metropolitan Statistical Area",152021,-57,108,421,313,-165,15,-180,0
"Monroe County, MI","County or equivalent",152021,-57,108,421,313,-165,15,-180,0
"Montgomery, AL","Metropolitan Statistical Area",374536,667,391,1174,783,277,143,134,-1
"Autauga County, AL","County or equivalent",54571,66,62,154,92,5,18,-13,-1
"Elmore County, AL","County or equivalent",79303,287,83,235,152,200,15,185,4
"Lowndes County, AL","County or equivalent",11299,-29,28,41,13,-57,0,-57,0
"Montgomery County, AL","County or equivalent",229363,343,218,744,526,129,110,19,-4
"Morgantown, WV","Metropolitan Statistical Area",129709,616,78,319,241,526,60,466,12
"Monongalia County, WV","County or equivalent",96189,599,80,237,157,505,59,446,14
"Preston County, WV","County or equivalent",33520,17,-2,82,84,21,1,20,-2
"Morristown, TN","Metropolitan Statistical Area",136608,179,-2,395,397,185,54,131,-4
"Grainger County, TN","County or equivalent",22657,66,-12,64,76,78,5,73,0
"Hamblen County, TN","County or equivalent",62544,85,28,197,169,59,35,24,-2
"Jefferson County, TN","County or equivalent",51407,28,-18,134,152,48,14,34,-2
"Mount Vernon-Anacortes, WA","Metropolitan Statistical Area",116901,195,99,369,270,102,110,-8,-6
"Skagit County, WA","County or equivalent",116901,195,99,369,270,102,110,-8,-6
"Muncie, IN","Metropolitan Statistical Area",117671,6,48,320,272,-39,27,-66,-3
"Delaware County, IN","County or equivalent",117671,6,48,320,272,-39,27,-66,-3
"Muskegon-Norton Shores, MI","Metropolitan Statistical Area",172188,-105,164,565,401,-273,10,-283,4
"Muskegon County, MI","County or equivalent",172188,-105,164,565,401,-273,10,-283,4
"Myrtle Beach-North Myrtle Beach-Conway, SC","Metropolitan Statistical Area",269291,1353,128,767,639,1224,183,1041,1
"Horry County, SC","County or equivalent",269291,1353,128,767,639,1224,183,1041,1
"Napa, CA","Metropolitan Statistical Area",136484,356,93,376,283,264,151,113,-1
"Napa County, CA","County or equivalent",136484,356,93,376,283,264,151,113,-1
"Naples-Marco Island, FL","Metropolitan Statistical Area",321520,1219,126,803,677,1140,538,602,-47
"Collier County, FL","County or equivalent",321520,1219,126,803,677,1140,538,602,-47
"Nashville-Davidson--Murfreesboro--Franklin, TN","Metropolitan Statistical Area",1589934,4951,2560,5411,2851,2361,871,1490,30
"Cannon County, TN","County or equivalent",13801,0,-5,29,34,7,0,7,-2
"Cheatham County, TN","County or equivalent",39105,2,20,110,90,-18,9,-27,0
"Davidson County, TN","County or equivalent",626681,1372,1238,2441,1203,132,571,-439,2
"Dickson County, TN","County or equivalent",49666,64,40,144,104,25,8,17,-1
"Hickman County, TN","County or equivalent",24690,-25,-9,65,74,-16,2,-18,0
"Macon County, TN","County or equivalent",22248,47,8,79,71,39,18,21,0
"Robertson County, TN","County or equivalent",66283,207,113,246,133,95,33,62,-1
"Rutherford County, TN","County or equivalent",262604,1165,567,908,341,586,102,484,12
"Smith County, TN","County or equivalent",19166,-16,0,49,49,-15,2,-17,-1
"Sumner County, TN","County or equivalent",160645,671,160,487,327,507,35,472,4
"Trousdale County, TN","County or equivalent",7870,0,11,21,10,-10,0,-10,-1
"Williamson County, TN","County or equivalent",183182,898,297,507,210,591,71,520,10
"Wilson County, TN","County or equivalent",113993,566,120,325,205,438,20,418,8
"New Haven-Milford, CT","Metropolitan Statistical Area",862477,-39,521,2270,1749,-536,460,-996,-24
"New Haven County, CT","County or equivalent",862477,-39,521,2270,1749,-536,460,-996,-24
"New Orleans-Metairie-Kenner, LA","Metropolitan Statistical Area",1167764,5808,1403,3806,2403,4290,575,3715,115
"Jefferson Parish, LA","County or equivalent",432552,-6,443,1409,966,-446,277,-723,-3
"Orleans Parish, LA","County or equivalent",343829,4078,516,1181,665,3481,183,3298,81
"Plaquemines Parish, LA","County or equivalent",23042,92,41,72,31,50,4,46,1
"St. Bernard Parish, LA","County or equivalent",35897,911,71,141,70,819,15,804,21
"St. Charles Parish, LA","County or equivalent",52780,11,86,174,88,-77,15,-92,2
"St. John the Baptist Parish, LA","County or equivalent",45924,-129,40,150,110,-174,12,-186,5
"St. Tammany Parish, LA","County or equivalent",233740,851,206,679,473,637,69,568,8
"New York-Northern New Jersey-Long Island, NY-NJ-PA","Metropolitan Statistical Area",18897109,22540,28129,60868,32739,-5385,20199,-25584,-204
"Edison-New Brunswick, NJ","Metropolitan Division",2340249,3118,1869,6712,4843,1293,2030,-737,-44
"Middlesex County, NJ","County or equivalent",809858,887,992,2404,1412,-114,1168,-1282,9
"Monmouth County, NJ","County or equivalent",630380,540,257,1535,1278,301,377,-76,-18
"Ocean County, NJ","County or equivalent",576567,1057,268,1914,1646,814,171,643,-25
"Somerset County, NJ","County or equivalent",323444,634,352,859,507,292,314,-22,-10
"Nassau-Suffolk, NY","Metropolitan Division",2832882,2539,2611,7965,5354,8,736,-728,-80
"Nassau County, NY","County or equivalent",1339532,1501,1114,3684,2570,449,304,145,-62
"Suffolk County, NY","County or equivalent",1493350,1038,1497,4281,2784,-441,432,-873,-18
"Newark-Union, NJ-PA","Metropolitan Division",2147727,1401,2278,6062,3784,-855,2039,-2894,-22
"Essex County, NJ","County or equivalent",783969,130,1035,2477,1442,-920,948,-1868,15
"Hunterdon County, NJ","County or equivalent",128349,5,47,239,192,-40,42,-82,-2
"Morris County, NJ","County or equivalent",492276,405,380,1185,805,36,421,-385,-11
